"year","country","location","min","max","avg"
2000,"Afghanistan","Kaylaberg",0.2608817129317551,0.2608817129317551,0.26088171293175510000
2000,"Afghanistan","Port Donald",1.4901735358259804,1.4901735358259804,1.49017353582598040000
2000,"Albania","Montgomeryhaven",0.0504444649828139,0.0504444649828139,0.05044446498281390000
2000,"Algeria","Cuevasfort",-0.9888027933340195,-0.9888027933340195,-0.98880279333401950000
2000,"Algeria","East Brandonchester",-1.7183261758176382,-1.7183261758176382,-1.71832617581763820000
2000,"Algeria","Leslieberg",-0.9282804598651112,-0.9282804598651112,-0.92828045986511120000
2000,"Algeria","Veronicabury",-0.1579571561891889,-0.1579571561891889,-0.15795715618918890000
2000,"American Samoa","Brownstad",-0.2216172495670451,-0.2216172495670451,-0.22161724956704510000
2000,"American Samoa","North Kylefort",0.2728681963329515,0.2728681963329515,0.27286819633295150000
2000,"Andorra","Christopherside",-0.3048719876115716,-0.3048719876115716,-0.30487198761157160000
2000,"Andorra","Steventown",0.6982610988447953,0.6982610988447953,0.69826109884479530000
2000,"Anguilla","Lake Rachel",2.171992258585916,2.171992258585916,2.1719922585859160
2000,"Antarctica (the territory South of 60 deg S)","Fosterchester",-0.0492552676424491,-0.0492552676424491,-0.04925526764244910000
2000,"Antarctica (the territory South of 60 deg S)","Josephport",1.6819630916679225,1.6819630916679225,1.68196309166792250000
2000,"Antigua and Barbuda","Emmafort",-0.4450386060723362,-0.4450386060723362,-0.44503860607233620000
2000,"Argentina","Johnsonton",-1.3698082372230391,-1.3698082372230391,-1.36980823722303910000
2000,"Armenia","Lake Bradleyhaven",0.3426533929783008,0.3426533929783008,0.34265339297830080000
2000,"Australia","Adambury",0.0014150785882038,0.0014150785882038,0.00141507858820380000
2000,"Australia","Dannyview",0.7320715124776035,0.7320715124776035,0.73207151247760350000
2000,"Australia","Lake Carla",0.2947697260801157,0.2947697260801157,0.29476972608011570000
2000,"Austria","New Sarastad",0.2512332722949836,0.2512332722949836,0.25123327229498360000
2000,"Azerbaijan","Johnsview",0.2067913970413648,0.2067913970413648,0.20679139704136480000
2000,"Azerbaijan","Port Michaelport",0.4494896846770175,0.4494896846770175,0.44948968467701750000
2000,"Bahrain","Cameronview",-0.1667067685360781,-0.1667067685360781,-0.16670676853607810000
2000,"Bahrain","Thompsonburgh",0.6559375173958361,0.6559375173958361,0.65593751739583610000
2000,"Bahrain","West Annaview",0.3960083827587374,0.3960083827587374,0.39600838275873740000
2000,"Bangladesh","Costastad",-0.0213911057164433,-0.0213911057164433,-0.02139110571644330000
2000,"Bangladesh","Mollyhaven",-1.9146510690046408,-1.9146510690046408,-1.91465106900464080000
2000,"Barbados","New Ryanville",-0.2806257800837196,-0.2806257800837196,-0.28062578008371960000
