"year","country","location","min","max","avg"
2000,"Afghanistan","Kaylaberg",10.32169458080068,10.32169458080068,10.32169458080068
2000,"Afghanistan","Port Donald",22.174141662091504,22.174141662091504,22.174141662091504
2000,"Albania","Montgomeryhaven",11.968124536243032,11.968124536243032,11.968124536243032
2000,"Algeria","Cuevasfort",11.49634199398833,11.49634199398833,11.49634199398833
2000,"Algeria","East Brandonchester",13.84549759192933,13.84549759192933,13.84549759192933
2000,"Algeria","Leslieberg",9.192959236394056,9.192959236394056,9.192959236394056
2000,"Algeria","Veronicabury",5.710666585126432,5.710666585126432,5.710666585126432
2000,"American Samoa","Brownstad",10.905672308596856,10.905672308596856,10.905672308596856
2000,"American Samoa","North Kylefort",16.079668762128378,16.079668762128378,16.079668762128378
2000,"Andorra","Christopherside",14.1122778711458,14.1122778711458,14.1122778711458
2000,"Andorra","Steventown",6.451078175226973,6.451078175226973,6.451078175226973
2000,"Anguilla","Lake Rachel",26.86746787443069,26.86746787443069,26.86746787443069
2000,"Antarctica (the territory South of 60 deg S)","Fosterchester",24.78065227006721,24.78065227006721,24.78065227006721
2000,"Antarctica (the territory South of 60 deg S)","Josephport",16.59033314534201,16.59033314534201,16.59033314534201
2000,"Antigua and Barbuda","Emmafort",12.290429559011264,12.290429559011264,12.290429559011264
2000,"Argentina","Johnsonton",16.80056069519538,16.80056069519538,16.80056069519538
2000,"Armenia","Lake Bradleyhaven",15.44157781118783,15.44157781118783,15.44157781118783
2000,"Australia","Adambury",19.73080011919501,19.73080011919501,19.73080011919501
2000,"Australia","Dannyview",15.203496949981332,15.203496949981332,15.203496949981332
2000,"Australia","Lake Carla",16.525792329210393,16.525792329210393,16.525792329210393
2000,"Austria","New Sarastad",16.38539539711364,16.38539539711364,16.38539539711364
2000,"Azerbaijan","Johnsview",14.771934713901729,14.771934713901729,14.771934713901729
2000,"Azerbaijan","Port Michaelport",18.900817236527253,18.900817236527253,18.900817236527253
2000,"Bahrain","Cameronview",21.92670329419693,21.92670329419693,21.92670329419693
2000,"Bahrain","Thompsonburgh",10.02693179782263,10.02693179782263,10.02693179782263
2000,"Bahrain","West Annaview",12.9427425563386,12.9427425563386,12.9427425563386
2000,"Bangladesh","Costastad",19.445122072134243,19.445122072134243,19.445122072134243
2000,"Bangladesh","Mollyhaven",14.304067191971653,14.304067191971653,14.304067191971653
2000,"Barbados","New Ryanville",13.348526851229018,13.348526851229018,13.348526851229018
2000,"Barbados","South Larryland",18.924077122495284,18.924077122495284,18.924077122495284
2000,"Belize","New Julie",15.457971908297038,15.457971908297038,15.457971908297038
2000,"Belize","South Diana",15.5765494230117,15.5765494230117,15.5765494230117
2000,"Benin","Tuckershire",10.801725040099702,10.801725040099702,10.801725040099702
2000,"Bermuda","North Kristopherland",16.998411393715006,16.998411393715006,16.998411393715006
2000,"Bhutan","East Nicholas",15.54317921277663,15.54317921277663,15.54317921277663
2000,"Bhutan","North Victoriamouth",15.809947789303346,15.809947789303346,15.809947789303346
2000,"Bhutan","Schultzport",15.123535457752396,15.123535457752396,15.123535457752396
2000,"Bolivia","Charlesland",21.11082689787927,21.11082689787927,21.11082689787927
2000,"Bolivia","Lake Robertview",16.9093581393216,16.9093581393216,16.9093581393216
2000,"Bolivia","Stephanieborough",12.62938181499936,12.62938181499936,12.62938181499936
2000,"Bolivia","West Matthew",17.932239284765757,17.932239284765757,17.932239284765757
2000,"Bosnia and Herzegovina","Alexischester",15.556628423300069,15.556628423300069,15.556628423300069
2000,"Bosnia and Herzegovina","Port Paigeborough",15.303427395295662,15.303427395295662,15.303427395295662
2000,"Bosnia and Herzegovina","Sarahside",10.61927144522944,10.61927144522944,10.61927144522944
2000,"Bosnia and Herzegovina","Vaughnbury",14.227560750559665,14.227560750559665,14.227560750559665
2000,"Botswana","Karinachester",19.486267396725378,19.486267396725378,19.486267396725378
2000,"Botswana","Mendezton",9.011849740865264,9.011849740865264,9.011849740865264
2000,"Botswana","Port Andrewhaven",13.650258218859843,13.650258218859843,13.650258218859843
2000,"Botswana","South Brandonmouth",19.69729414711512,19.69729414711512,19.69729414711512
2000,"Botswana","West Lisaville",16.377487474978608,16.377487474978608,16.377487474978608
2000,"Bouvet Island (Bouvetoya)","North Valerieport",16.595933958924682,16.595933958924682,16.595933958924682
2000,"Bouvet Island (Bouvetoya)","Scottmouth",16.99683277956441,16.99683277956441,16.99683277956441
2000,"British Indian Ocean Territory (Chagos Archipelago)","West Jeffrey",14.89574312670864,14.89574312670864,14.89574312670864
2000,"British Virgin Islands","Paulview",17.426150066274083,17.426150066274083,17.426150066274083
2000,"Brunei Darussalam","Lake Stephanie",8.857165398391972,8.857165398391972,8.857165398391972
2000,"Brunei Darussalam","Port Lauren",13.014041644955016,13.014041644955016,13.014041644955016
2000,"Brunei Darussalam","South Jennifer",15.721363265770462,15.721363265770462,15.721363265770462
2000,"Bulgaria","Kathyfurt",9.293540463320625,9.293540463320625,9.293540463320625
2000,"Bulgaria","Lake Susanfort",12.58642926054884,12.58642926054884,12.58642926054884
2000,"Bulgaria","West Karenmouth",23.89013014871705,23.89013014871705,23.89013014871705
2000,"Burkina Faso","North Kelseyberg",20.252692626451385,20.252692626451385,20.252692626451385
2000,"Burkina Faso","North Virginiafort",13.084665504169692,13.084665504169692,13.084665504169692
2000,"Burkina Faso","South Jamie",8.00761253977697,8.00761253977697,8.00761253977697
2000,"Burkina Faso","Villarrealstad",17.49486471096342,17.49486471096342,17.49486471096342
2000,"Cambodia","Heatherville",14.603366056005791,14.603366056005791,14.603366056005791
2000,"Cambodia","Lake Michael",6.876880563643242,6.876880563643242,6.876880563643242
2000,"Cameroon","North Elizabeth",10.475711409217666,10.475711409217666,10.475711409217666
2000,"Canada","Danielport",13.312956259432772,13.312956259432772,13.312956259432772
2000,"Canada","Ellisshire",4.096717213329942,4.096717213329942,4.096717213329942
2000,"Cape Verde","Kennethburgh",19.639901700749505,19.639901700749505,19.639901700749505
2000,"Cape Verde","Lake Dylan",16.410036982635354,16.410036982635354,16.410036982635354
2000,"Cape Verde","Lake Stephaniebury",20.482875888673565,20.482875888673565,20.482875888673565
2000,"Cape Verde","New Peterville",11.47846172408046,11.47846172408046,11.47846172408046
2000,"Cape Verde","Russellfort",18.294759615334147,18.294759615334147,18.294759615334147
2000,"Cape Verde","Sanchezton",14.761621826679596,14.761621826679596,14.761621826679596
2000,"Cayman Islands","New Morgan",19.860288620625404,19.860288620625404,19.860288620625404
2000,"Cayman Islands","Port Noah",7.080143661241721,7.080143661241721,7.080143661241721
2000,"Cayman Islands","West Stanleyfurt",15.195180562058844,15.195180562058844,15.195180562058844
2000,"Central African Republic","Keithmouth",19.816565416170217,19.816565416170217,19.816565416170217
2000,"Chad","North Ryan",9.026524681217706,9.026524681217706,9.026524681217706
2000,"Chad","North Thomas",14.121562914551053,14.121562914551053,14.121562914551053
2000,"Chad","West Rachel",13.975677566413856,13.975677566413856,13.975677566413856
2000,"Chile","Nicholsonland",14.324843803818885,14.324843803818885,14.324843803818885
2000,"Chile","West Barbaratown",22.356210167755425,22.356210167755425,22.356210167755425
2000,"China","East Melissaville",13.85135273571046,13.85135273571046,13.85135273571046
2000,"China","Hoganview",10.089492481264502,10.089492481264502,10.089492481264502
2000,"China","North Joseph",10.766769978608028,10.766769978608028,10.766769978608028
2000,"China","North Staceystad",15.14631616197612,15.14631616197612,15.14631616197612
2000,"Cocos (Keeling) Islands","Devinchester",13.818428480255111,13.818428480255111,13.818428480255111
2000,"Cocos (Keeling) Islands","Port Michael",16.195939015824106,16.195939015824106,16.195939015824106
2000,"Colombia","Charlesview",3.2824790198866296,3.2824790198866296,3.2824790198866296
2000,"Colombia","West Rachel",12.0132277580866,12.0132277580866,12.0132277580866
2000,"Comoros","New Bobhaven",17.937819276378846,17.937819276378846,17.937819276378846
2000,"Comoros","New Desiree",25.71605742636187,25.71605742636187,25.71605742636187
2000,"Comoros","Port Kevinberg",16.502703028142857,16.502703028142857,16.502703028142857
2000,"Comoros","West Davidberg",20.26115733356254,20.26115733356254,20.26115733356254
2000,"Congo","Lake Michael",3.497067975105983,3.497067975105983,3.497067975105983
2000,"Congo","Loriport",12.773924844206045,12.773924844206045,12.773924844206045
2000,"Congo","West Faith",25.779951156007385,25.779951156007385,25.779951156007385
2000,"Congo","West Micheleland",19.859165209960093,19.859165209960093,19.859165209960093
2000,"Cook Islands","Jayville",18.65940311168233,18.65940311168233,18.65940311168233
2000,"Cook Islands","Marcmouth",17.783390600775537,17.783390600775537,17.783390600775537
2000,"Cook Islands","South Eric",13.724988743289508,13.724988743289508,13.724988743289508
2000,"Costa Rica","Jasonmouth",14.460079370187632,14.460079370187632,14.460079370187632
2000,"Costa Rica","New Christianbury",13.463884983413273,13.463884983413273,13.463884983413273
2000,"Costa Rica","Port Leah",17.747515508184108,17.747515508184108,17.747515508184108
2000,"Costa Rica","West Anntown",11.26972514882024,11.26972514882024,11.26972514882024
2000,"Cote d'Ivoire","East Sandyside",11.916570504145993,11.916570504145993,11.916570504145993
2000,"Cote d'Ivoire","Jenniferfurt",5.332163246654227,5.332163246654227,5.332163246654227
2000,"Cuba","Anthonyside",12.149004529112725,12.149004529112725,12.149004529112725
2000,"Czech Republic","Duncanmouth",13.526820846194028,13.526820846194028,13.526820846194028
2000,"Czech Republic","New Sandrafurt",17.150953508484587,17.150953508484587,17.150953508484587
2000,"Denmark","New Jessicashire",11.52925294499916,11.52925294499916,11.52925294499916
2000,"Denmark","South Sylvia",11.347275076957573,11.347275076957573,11.347275076957573
2000,"Djibouti","Harrisfurt",12.429218800638449,12.429218800638449,12.429218800638449
2000,"Djibouti","South Lisaside",8.841050537082833,8.841050537082833,8.841050537082833
2000,"Dominica","Port Kevin",11.217459099450611,11.217459099450611,11.217459099450611
2000,"Dominica","West Susanmouth",20.196130377679488,20.196130377679488,20.196130377679488
2000,"Ecuador","Gordonport",29.090744279969325,29.090744279969325,29.090744279969325
2000,"Ecuador","Lake Shirley",11.15211897051963,11.15211897051963,11.15211897051963
2000,"Ecuador","New Megan",14.005023937374292,14.005023937374292,14.005023937374292
2000,"Ecuador","New Monicamouth",14.889631959597487,14.889631959597487,14.889631959597487
2000,"Ecuador","Port Kelly",7.339203596500363,7.339203596500363,7.339203596500363
2000,"Egypt","Baldwinstad",12.72317541193302,12.72317541193302,12.72317541193302
2000,"Egypt","Camposfort",22.324532669935788,22.324532669935788,22.324532669935788
2000,"El Salvador","South Mistyburgh",13.541871516255815,13.541871516255815,13.541871516255815
2000,"Equatorial Guinea","Gutierreztown",27.18135572285772,27.18135572285772,27.18135572285772
2000,"Equatorial Guinea","Kristinafort",22.516583859481443,22.516583859481443,22.516583859481443
2000,"Equatorial Guinea","Lake Wayne",17.913937362209833,17.913937362209833,17.913937362209833
2000,"Equatorial Guinea","Port Robertborough",14.799343929906742,14.799343929906742,14.799343929906742
2000,"Eritrea","Lake Willieton",20.5264048013087,20.5264048013087,20.5264048013087
2000,"Eritrea","West Whitneyberg",4.435225964272396,4.435225964272396,4.435225964272396
2000,"Estonia","Castilloview",25.99940936435881,25.99940936435881,25.99940936435881
2000,"Estonia","Port Stephen",14.211633311397309,14.211633311397309,14.211633311397309
2000,"Estonia","Tylertown",13.29047989522392,13.29047989522392,13.29047989522392
