"year","country","location","min","max","avg"
2000,"Afghanistan","Kaylaberg",93.16289209077576,93.16289209077576,93.1628920907757600
2000,"Afghanistan","Port Donald",20.654409569062583,20.654409569062583,20.6544095690625830
2000,"Albania","Montgomeryhaven",31.54920094302937,31.54920094302937,31.5492009430293700
2000,"Algeria","Cuevasfort",18.7044554505286,18.7044554505286,18.7044554505286000
2000,"Algeria","East Brandonchester",1.6699058065187011,1.6699058065187011,1.66990580651870110000
2000,"Algeria","Leslieberg",32.76012654485646,32.76012654485646,32.7601265448564600
2000,"Algeria","Veronicabury",4.243661440382295,4.243661440382295,4.2436614403822950
2000,"American Samoa","Brownstad",47.7111111337872,47.7111111337872,47.7111111337872000
2000,"American Samoa","North Kylefort",87.17597841869896,87.17597841869896,87.1759784186989600
2000,"Andorra","Christopherside",3.851053568743179,3.851053568743179,3.8510535687431790
2000,"Andorra","Steventown",94.00140267281552,94.00140267281552,94.0014026728155200
2000,"Anguilla","Lake Rachel",57.07520218625017,57.07520218625017,57.0752021862501700
2000,"Antarctica (the territory South of 60 deg S)","Fosterchester",63.838936217999006,63.838936217999006,63.8389362179990060
2000,"Antarctica (the territory South of 60 deg S)","Josephport",79.43828434818862,79.43828434818862,79.4382843481886200
2000,"Antigua and Barbuda","Emmafort",58.728598922147135,58.728598922147135,58.7285989221471350
2000,"Argentina","Johnsonton",49.81580102546555,49.81580102546555,49.8158010254655500
2000,"Armenia","Lake Bradleyhaven",31.42690698262969,31.42690698262969,31.4269069826296900
2000,"Australia","Adambury",21.526349705088965,21.526349705088965,21.5263497050889650
2000,"Australia","Dannyview",1.6839921890450582,1.6839921890450582,1.68399218904505820000
2000,"Australia","Lake Carla",88.39333916960183,88.39333916960183,88.3933391696018300
2000,"Austria","New Sarastad",37.92099235391354,37.92099235391354,37.9209923539135400
2000,"Azerbaijan","Johnsview",81.52129086385813,81.52129086385813,81.5212908638581300
2000,"Azerbaijan","Port Michaelport",47.06695765580697,47.06695765580697,47.0669576558069700
2000,"Bahrain","Cameronview",43.75437851583696,43.75437851583696,43.7543785158369600
2000,"Bahrain","Thompsonburgh",47.72895684865398,47.72895684865398,47.7289568486539800
2000,"Bahrain","West Annaview",17.556967194231397,17.556967194231397,17.5569671942313970
2000,"Bangladesh","Costastad",14.207801966577128,14.207801966577128,14.2078019665771280
2000,"Bangladesh","Mollyhaven",50.25333317692575,50.25333317692575,50.2533331769257500
2000,"Barbados","New Ryanville",86.20874733905806,86.20874733905806,86.2087473390580600
2000,"Barbados","South Larryland",41.4480951830649,41.4480951830649,41.4480951830649000
2000,"Belize","New Julie",93.41784326738168,93.41784326738168,93.4178432673816800
2000,"Belize","South Diana",23.83147894821441,23.83147894821441,23.8314789482144100
2000,"Benin","Tuckershire",97.67227429811248,97.67227429811248,97.6722742981124800
2000,"Bermuda","North Kristopherland",77.54564565067687,77.54564565067687,77.5456456506768700
2000,"Bhutan","East Nicholas",2.0813702686033557,2.0813702686033557,2.0813702686033557
2000,"Bhutan","North Victoriamouth",16.66835663981423,16.66835663981423,16.6683566398142300
2000,"Bhutan","Schultzport",20.13980394946676,20.13980394946676,20.1398039494667600
2000,"Bolivia","Charlesland",58.44329897949194,58.44329897949194,58.4432989794919400
2000,"Bolivia","Lake Robertview",43.29991700275342,43.29991700275342,43.2999170027534200
2000,"Bolivia","Stephanieborough",29.15059641369835,29.15059641369835,29.1505964136983500
2000,"Bolivia","West Matthew",73.0896328678218,73.0896328678218,73.0896328678218000
2000,"Bosnia and Herzegovina","Alexischester",85.46321765842228,85.46321765842228,85.4632176584222800
2000,"Bosnia and Herzegovina","Port Paigeborough",99.39304233870548,99.39304233870548,99.3930423387054800
2000,"Bosnia and Herzegovina","Sarahside",91.89099569072756,91.89099569072756,91.8909956907275600
2000,"Bosnia and Herzegovina","Vaughnbury",32.03728975287438,32.03728975287438,32.0372897528743800
