"year","country","location","min","max","avg"
2000,"Afghanistan","Kaylaberg",23.683697106961954,23.683697106961954,23.6836971069619540
2000,"Afghanistan","Port Donald",69.50823226814187,69.50823226814187,69.5082322681418700
2000,"Albania","Montgomeryhaven",44.36067737400694,44.36067737400694,44.3606773740069400
2000,"Algeria","Cuevasfort",16.37736996174912,16.37736996174912,16.3773699617491200
2000,"Algeria","East Brandonchester",54.00304106981474,54.00304106981474,54.0030410698147400
2000,"Algeria","Leslieberg",6.567668268205029,6.567668268205029,6.5676682682050290
2000,"Algeria","Veronicabury",87.70734695458525,87.70734695458525,87.7073469545852500
2000,"American Samoa","Brownstad",19.07951059758517,19.07951059758517,19.0795105975851700
2000,"American Samoa","North Kylefort",28.781029507861323,28.781029507861323,28.7810295078613230
2000,"Andorra","Christopherside",69.13522187034255,69.13522187034255,69.1352218703425500
2000,"Andorra","Steventown",27.066649880996817,27.066649880996817,27.0666498809968170
2000,"Anguilla","Lake Rachel",21.349616699558077,21.349616699558077,21.3496166995580770
2000,"Antarctica (the territory South of 60 deg S)","Fosterchester",81.51644463212409,81.51644463212409,81.5164446321240900
2000,"Antarctica (the territory South of 60 deg S)","Josephport",75.98573039068893,75.98573039068893,75.9857303906889300
2000,"Antigua and Barbuda","Emmafort",74.77749762924807,74.77749762924807,74.7774976292480700
2000,"Argentina","Johnsonton",78.15047182167663,78.15047182167663,78.1504718216766300
2000,"Armenia","Lake Bradleyhaven",28.45309067387082,28.45309067387082,28.4530906738708200
2000,"Australia","Adambury",93.36075533008152,93.36075533008152,93.3607553300815200
2000,"Australia","Dannyview",52.75986891021714,52.75986891021714,52.7598689102171400
2000,"Australia","Lake Carla",88.434336029191,88.434336029191,88.4343360291910000
2000,"Austria","New Sarastad",23.84867255161891,23.84867255161891,23.8486725516189100
2000,"Azerbaijan","Johnsview",36.70777399339175,36.70777399339175,36.7077739933917500
2000,"Azerbaijan","Port Michaelport",84.7406246959363,84.7406246959363,84.7406246959363000
2000,"Bahrain","Cameronview",51.99926684363362,51.99926684363362,51.9992668436336200
2000,"Bahrain","Thompsonburgh",49.14687341201124,49.14687341201124,49.1468734120112400
