"year","country","min","max","avg"
2000,"Afghanistan",14.88229505220014,21.18894019384228,18.0356176230212100
2000,"Albania",24.138883904169084,24.138883904169084,24.1388839041690840
2000,"Algeria",0.9689857985386574,38.68663381082524,11.3220743207887420
2000,"American Samoa",27.193656885563293,34.52306745451465,30.8583621700389715
2000,"Andorra",26.33968038289613,31.515948913046586,28.9278146479713580
2000,"Anguilla",34.94341975066322,34.94341975066322,34.9434197506632200
2000,"Antarctica (the territory South of 60 deg S)",5.470460223922852,12.102239221858277,8.7863497228905645
2000,"Antigua and Barbuda",16.642656912974413,16.642656912974413,16.6426569129744130
2000,"Argentina",34.9788704399698,34.9788704399698,34.9788704399698000
2000,"Armenia",33.63772990618487,33.63772990618487,33.6377299061848700
2000,"Australia",29.99349506057048,49.03705643806168,39.4070486735954967
2000,"Austria",27.45962516221569,27.45962516221569,27.4596251622156900
2000,"Azerbaijan",38.03108134492067,48.10554330599198,43.0683123254563250
2000,"Bahrain",11.859019056893516,32.43973278320868,24.0329788862737320
2000,"Bangladesh",11.738869044129665,20.927454016134707,16.3331615301321860
2000,"Barbados",10.372154487263984,37.07648154909537,23.7243180181796770
2000,"Belize",26.68584615364622,47.89605288143311,37.2909495175396650
2000,"Benin",11.009214300220371,11.009214300220371,11.0092143002203710
2000,"Bermuda",0.0045257977717205,0.0045257977717205,0.00452579777172050000
2000,"Bhutan",5.926572947363734,33.8265833872322,18.2287582993890693
2000,"Bolivia",9.356228898274573,38.2231366413164,22.2265236862063345
2000,"Bosnia and Herzegovina",15.038432471427765,44.475166968969646,36.6863298399084338
2000,"Botswana",3.8440678779907143,47.0593833917218,23.4643644565109349
2000,"Bouvet Island (Bouvetoya)",28.73976183368245,43.7478376038029,36.2437997187426750
2000,"British Indian Ocean Territory (Chagos Archipelago)",20.24760796654124,20.24760796654124,20.2476079665412400
2000,"British Virgin Islands",40.93745956790969,40.93745956790969,40.9374595679096900
2000,"Brunei Darussalam",2.570342523952496,43.63650174955278,26.9851912699160287
2000,"Bulgaria",2.5098221795492206,26.083534032167705,17.8969797042531739
2000,"Burkina Faso",3.983662372060204,29.744623121508724,11.6220207973544128
2000,"Cambodia",31.864016011439578,33.692373232151965,32.7781946217957715
2000,"Cameroon",35.32955874896431,35.32955874896431,35.3295587489643100
