"year","country","min","max","avg"
2000,"Afghanistan",428.216933849488,476.6863025503615,452.4516181999247500
2000,"Albania",400.36056475019376,400.36056475019376,400.3605647501937600
2000,"Algeria",357.50590216883705,472.5399843713094,411.3291601798288275
2000,"American Samoa",377.1454508378901,411.8840735044832,394.5147621711866500
2000,"Andorra",415.0272630101721,440.5590919535146,427.7931774818433500
2000,"Anguilla",482.9912398255673,482.9912398255673,482.9912398255673000
2000,"Antarctica (the territory South of 60 deg S)",338.372942912585,375.7293089788387,357.0511259457118500
2000,"Antigua and Barbuda",321.1354833563896,321.1354833563896,321.1354833563896000
2000,"Argentina",343.98556326178027,343.98556326178027,343.9855632617802700
2000,"Armenia",349.48422104390045,349.48422104390045,349.4842210439004500
2000,"Australia",346.84012809922604,451.40675566793936,415.4757195906539667
2000,"Austria",352.4782717768196,352.4782717768196,352.4782717768196000
2000,"Azerbaijan",333.83101861760906,348.8183388335473,341.3246787255781800
2000,"Bahrain",325.31158834806394,420.2596519483585,365.2124903482426133
2000,"Bangladesh",339.3194044635416,392.0227110764799,365.6710577700107500
2000,"Barbados",323.9402967853906,361.001948748036,342.4711227667133000
2000,"Belize",406.3255328519209,409.95574765082256,408.1406402513717300
2000,"Benin",436.54268010443104,436.54268010443104,436.5426801044310400
2000,"Bermuda",352.71148416868255,352.71148416868255,352.7114841686825500
2000,"Bhutan",415.05832441435416,471.4096240512453,441.7989610732951867
2000,"Bolivia",370.0625238872648,430.5788677157806,391.1258136189011025
2000,"Bosnia and Herzegovina",356.4540090700076,397.714315790881,381.7683317160409175
2000,"Botswana",288.45189752178425,471.7316747103415,389.8511027911343020
2000,"Bouvet Island (Bouvetoya)",387.69866299891055,451.818884962211,419.7587739805607750
2000,"British Indian Ocean Territory (Chagos Archipelago)",474.31808727651696,474.31808727651696,474.3180872765169600
2000,"British Virgin Islands",394.1896499942651,394.1896499942651,394.1896499942651000
2000,"Brunei Darussalam",416.4454189085631,487.4021302362325,450.9643799352685667
2000,"Bulgaria",315.9160988212604,378.8189279556597,340.8948276198238333
2000,"Burkina Faso",377.15438338486337,453.21931202852926,415.0972272750161075
2000,"Cambodia",416.9625727360767,432.7435050156996,424.8530388758881500
2000,"Cameroon",320.838342289769,320.838342289769,320.8383422897690000
2000,"Canada",419.9592473765736,440.54610783321846,430.2526776048960300
2000,"Cape Verde",354.0264894055738,512.9882230822977,428.9159950225956267
2000,"Cayman Islands",388.8316668586948,437.0899288925631,414.8889702853189333
2000,"Central African Republic",410.9415473842474,410.9415473842474,410.9415473842474000
2000,"Chad",391.4395820748849,440.9301455734617,414.2956000055473667
2000,"Chile",390.6088643130759,437.9360754512696,414.2724698821727500
2000,"China",369.247934625202,483.4912018610349,423.0735641078374750
2000,"Cocos (Keeling) Islands",343.25327264121586,390.2660919691684,366.7596823051921300
2000,"Colombia",330.0707666774042,369.2333874210638,349.6520770492340000
2000,"Comoros",249.00594362639424,458.0538052429848,375.8492006213888250
2000,"Congo",316.2131332933769,495.5730668999641,403.8472119965810500
2000,"Cook Islands",345.0888215592166,397.9563764520032,378.1591236163009333
2000,"Costa Rica",381.383639396125,450.2197764222904,413.6564985980873500
2000,"Cote d'Ivoire",347.52809926895293,363.3038603947129,355.4159798318329150
2000,"Cuba",332.18688635760856,332.18688635760856,332.1868863576085600
2000,"Czech Republic",421.1474398159904,446.960414146781,434.0539269813857000
2000,"Denmark",335.18505277680174,420.26527593641606,377.7251643566089000
2000,"Djibouti",381.3955934411679,387.8523192312647,384.6239563362163000
2000,"Dominica",387.0215658306274,466.9354291665908,426.9784974986091000
2000,"Ecuador",362.66908361860783,533.0325137422584,428.4988055843159500
2000,"Egypt",422.8831007879229,445.20896015646974,434.0460304721963200
2000,"El Salvador",450.4265471957097,450.4265471957097,450.4265471957097000
2000,"Equatorial Guinea",396.9978084368574,474.9800504645829,429.7143216591797000
2000,"Eritrea",448.20945248134194,481.1466739293802,464.6780632053610700
2000,"Estonia",313.89507357079543,412.38112695699857,377.1567442129413333
2000,"Ethiopia",458.6236596225761,458.6236596225761,458.6236596225761000
2000,"Falkland Islands (Malvinas)",352.37686514900463,352.37686514900463,352.3768651490046300
2000,"Faroe Islands",418.6874652894648,418.6874652894648,418.6874652894648000
2000,"Fiji",360.81117844919766,402.82856934858194,386.0225219153441333
2000,"Finland",341.92906101689294,437.019243983944,389.4741525004184700
2000,"France",398.909259734026,398.909259734026,398.9092597340260000
2000,"French Guiana",448.5942783329498,451.5531550541853,450.0737166935675500
2000,"French Polynesia",321.0214944293929,345.25986758304543,333.1406810062191650
2000,"French Southern Territories",366.2203865325081,467.52136186107214,418.3486792888518700
2000,"Gabon",366.3225057806655,431.7465322535113,392.5998953664456000
2000,"Georgia",412.8103147896062,474.36422399465977,437.8187160285285233
2000,"Germany",447.2187945644478,447.2187945644478,447.2187945644478000
2000,"Ghana",380.8259198306574,380.8259198306574,380.8259198306574000
2000,"Gibraltar",447.0534286965758,447.0534286965758,447.0534286965758000
2000,"Greece",359.093344407393,454.1723185355395,397.6459259458130333
2000,"Grenada",462.2921507351648,471.1822828985625,466.7372168168636500
2000,"Guadeloupe",400.2298148569324,400.2298148569324,400.2298148569324000
2000,"Guam",445.40989218432713,448.67693497240896,447.0434135783680450
2000,"Guatemala",492.94253004285815,492.94253004285815,492.9425300428581500
2000,"Guernsey",439.2185954317696,488.3559377027121,463.7872665672408500
2000,"Guinea",394.1377782793817,404.4671881595641,399.3024832194729000
2000,"Guyana",298.3829046440999,480.5486475637041,389.4657761039020000
2000,"Haiti",410.1039605665296,410.1039605665296,410.1039605665296000
2000,"Heard Island and McDonald Islands",356.76394418256183,356.76394418256183,356.7639441825618300
2000,"Holy See (Vatican City State)",399.9249157621798,399.9249157621798,399.9249157621798000
2000,"Honduras",351.4936144815487,467.5200681584006,412.3017529940197280
2000,"Hungary",335.10085723801103,389.0392145656725,362.0700359018417650
2000,"Iceland",352.7607490192241,352.7607490192241,352.7607490192241000
2000,"India",352.50002659065666,441.4585101075565,400.6934665644470200
2000,"Indonesia",353.75599245402805,412.80766128063897,383.2818268673335100
2000,"Iran",313.1592906552729,452.6575674111628,404.4217474669547350
2000,"Iraq",352.46183310863785,417.221099842348,390.4863435470604833
2000,"Israel",299.36442665209097,461.6779304692377,404.6519101108153900
2000,"Italy",339.45099282488167,372.4632071756236,360.8250923348197567
2000,"Japan",383.5546184080066,482.2985422482211,432.9265803281138500
2000,"Jersey",411.31063622165016,418.7523428804551,415.0314895510526300
2000,"Jordan",386.3338174551797,452.2648965232304,419.2993569892050500
2000,"Kenya",510.1945487177534,555.6477058099779,532.9211272638656500
2000,"Kiribati",459.1113777053452,459.1113777053452,459.1113777053452000
2000,"Korea",325.7853853038874,437.6680205723918,397.5572086231252375
2000,"Kuwait",321.7016741004781,430.8766046055839,403.8105829162950800
2000,"Lao People's Democratic Republic",290.62650172200404,290.62650172200404,290.6265017220040400
2000,"Latvia",275.76968935784737,403.118902532313,339.4442959450801850
2000,"Lebanon",417.4608133615733,484.84269790571113,451.1517556336422150
2000,"Lesotho",342.2068455997788,445.4429897674043,393.8249176835915500
2000,"Liberia",440.3153319701214,440.3153319701214,440.3153319701214000
2000,"Libyan Arab Jamahiriya",348.1042715672331,411.7331224924346,368.6203245326398600
2000,"Liechtenstein",331.32581890400667,398.04951433857536,363.5125102493877433
2000,"Lithuania",461.4675292909109,461.4675292909109,461.4675292909109000
2000,"Madagascar",417.0988992875156,417.0988992875156,417.0988992875156000
2000,"Malawi",476.3975158434872,476.3975158434872,476.3975158434872000
2000,"Maldives",385.3876840008008,385.3876840008008,385.3876840008008000
2000,"Mali",372.6123962941689,415.6086325655381,394.1105144298535000
2000,"Malta",402.23455865448096,469.8816900919782,436.0581243732295800
2000,"Marshall Islands",358.38757776132,429.7894911405001,401.6077041573710333
2000,"Martinique",435.8161228646337,435.8161228646337,435.8161228646337000
2000,"Mauritius",480.2790635480747,480.2790635480747,480.2790635480747000
2000,"Mayotte",424.1381041119189,424.1381041119189,424.1381041119189000
2000,"Mexico",343.4410905931027,343.4410905931027,343.4410905931027000
2000,"Micronesia",387.5025902955229,387.5025902955229,387.5025902955229000
2000,"Moldova",368.7495735500548,508.03021090454087,420.1759657984886340
2000,"Monaco",395.0039147990287,481.7500805516654,438.3769976753470500
2000,"Mongolia",381.9923999359871,447.62319628782245,414.8077981119047750
2000,"Montenegro",442.17769824643074,442.17769824643074,442.1776982464307400
2000,"Montserrat",421.896272129228,421.896272129228,421.8962721292280000
2000,"Morocco",472.7251158419952,472.7251158419952,472.7251158419952000
2000,"Mozambique",417.3939855348655,417.3939855348655,417.3939855348655000
2000,"Myanmar",464.616498594038,464.616498594038,464.6164985940380000
2000,"Namibia",394.5840884500251,434.9366821138535,414.7603852819393000
2000,"Nauru",384.3371263025478,506.9994084815045,445.6682673920261500
2000,"Nepal",440.8975960733137,467.91386261997087,454.4057293466422850
2000,"Netherlands",411.10187409943535,411.10187409943535,411.1018740994353500
2000,"New Caledonia",432.003776221565,432.003776221565,432.0037762215650000
2000,"New Zealand",361.9507914496288,384.4908933397396,373.2208423946842000
2000,"Nicaragua",394.64945393072463,483.94254232123706,446.5650646203124633
2000,"Niger",337.27554219989594,450.05793872837376,393.6667404641348500
