"year","country","min","max","avg"
2000,"Afghanistan",23.683697106961954,69.50823226814187,46.5959646875519120
2000,"Albania",44.36067737400694,44.36067737400694,44.3606773740069400
2000,"Algeria",6.567668268205029,87.70734695458525,41.1638565635885348
2000,"American Samoa",19.07951059758517,28.781029507861323,23.9302700527232465
2000,"Andorra",27.066649880996817,69.13522187034255,48.1009358756696835
2000,"Anguilla",21.349616699558077,21.349616699558077,21.3496166995580770
2000,"Antarctica (the territory South of 60 deg S)",75.98573039068893,81.51644463212409,78.7510875114065100
2000,"Antigua and Barbuda",74.77749762924807,74.77749762924807,74.7774976292480700
2000,"Argentina",78.15047182167663,78.15047182167663,78.1504718216766300
2000,"Armenia",28.45309067387082,28.45309067387082,28.4530906738708200
2000,"Australia",52.75986891021714,93.36075533008152,78.1849867564965533
2000,"Austria",23.84867255161891,23.84867255161891,23.8486725516189100
2000,"Azerbaijan",36.70777399339175,84.7406246959363,60.7241993446640250
2000,"Bahrain",49.14687341201124,78.50205435827282,59.8827315379725600
2000,"Bangladesh",56.07905973819849,69.72568536179682,62.9023725499976550
2000,"Barbados",8.57405192382734,78.08058298535295,43.3273174545901450
2000,"Belize",20.735305721810786,46.23273768735445,33.4840217045826180
2000,"Benin",32.923923628133245,32.923923628133245,32.9239236281332450
2000,"Bermuda",6.849925435762827,6.849925435762827,6.8499254357628270
2000,"Bhutan",5.132567291398749,96.96211493817437,56.3787903305145463
2000,"Bolivia",25.87981345792485,97.34305146904109,52.2738879416635305
2000,"Bosnia and Herzegovina",11.163333187580823,98.78284330984972,55.5122661333037008
2000,"Botswana",5.135018980767125,46.13128890709663,34.7298661864884730
2000,"Bouvet Island (Bouvetoya)",29.963297527213207,47.71330675409416,38.8383021406536835
2000,"British Indian Ocean Territory (Chagos Archipelago)",46.626748375860096,46.626748375860096,46.6267483758600960
2000,"British Virgin Islands",72.40591999931235,72.40591999931235,72.4059199993123500
2000,"Brunei Darussalam",23.45664251035953,36.90867063833618,29.7486936209757533
2000,"Bulgaria",48.22326132983119,92.87095255126142,64.0469851317131767
2000,"Burkina Faso",19.078407480162998,93.86699805451714,59.1040757271574995
2000,"Cambodia",19.37969477324787,19.732804414375195,19.5562495938115325
2000,"Cameroon",75.37576030181816,75.37576030181816,75.3757603018181600
2000,"Canada",34.35045760776199,59.89413008767048,47.1222938477162350
2000,"Cape Verde",18.405314362910865,99.89231016320429,59.4594444427411628
2000,"Cayman Islands",26.71532416682877,92.39068478280834,49.6384753172285243
2000,"Central African Republic",30.59873000497409,30.59873000497409,30.5987300049740900
2000,"Chad",15.351582928470986,66.9760657315384,35.9019181798357993
2000,"Chile",36.94903061498363,70.92243263803903,53.9357316265113300
2000,"China",49.43625004426014,77.18613609478146,66.9886994158408075
2000,"Cocos (Keeling) Islands",14.361387877127996,72.32040126129256,43.3408945692102780
2000,"Colombia",42.75019161554064,46.786862403344045,44.7685270094423425
2000,"Comoros",5.336165671243487,37.9686142294324,21.3576252660642973
2000,"Congo",38.4875155136177,90.84696139800592,68.4762396148295050
2000,"Cook Islands",12.527053223843764,97.74641520020016,51.8838741942070747
2000,"Costa Rica",0.6656289760804568,44.805935481306726,27.9910369811729407
2000,"Cote d'Ivoire",1.2839587859686863,51.69297528635276,26.4884670361607232
2000,"Cuba",92.71172183417788,92.71172183417788,92.7117218341778800
2000,"Czech Republic",42.72973912404518,75.89569300249227,59.3127160632687250
2000,"Denmark",49.72030272650255,57.94764987547823,53.8339763009903900
2000,"Djibouti",6.483507698174307,68.78343881540309,37.6334732567886985
2000,"Dominica",24.63835114810117,84.03087611909913,54.3346136336001500
2000,"Ecuador",15.245285511302477,90.08505042339657,60.5151884341064946
2000,"Egypt",21.19398157625586,48.77875857440538,34.9863700753306200
2000,"El Salvador",90.22883917800984,90.22883917800984,90.2288391780098400
2000,"Equatorial Guinea",0.7187429095846909,81.38805690095494,44.2418078072464327
2000,"Eritrea",22.69070438645925,85.55067449829015,54.1206894423747000
2000,"Estonia",16.776349266876355,59.09428361055527,40.0594891860049250
2000,"Ethiopia",56.930685977181625,56.930685977181625,56.9306859771816250
2000,"Falkland Islands (Malvinas)",70.25526619946245,70.25526619946245,70.2552661994624500
2000,"Faroe Islands",93.11931892939072,93.11931892939072,93.1193189293907200
2000,"Fiji",41.68697116586036,95.46176935634224,65.8911386874463367
2000,"Finland",35.651899535496604,35.900307628788816,35.7761035821427100
2000,"France",24.120086420519392,24.120086420519392,24.1200864205193920
2000,"French Guiana",19.29312340910264,42.69793130058377,30.9955273548432050
2000,"French Polynesia",19.86803759405443,75.2370634218956,47.5525505079750150
2000,"French Southern Territories",67.58207727466387,95.56628339351766,79.4928439502317667
2000,"Gabon",14.27199717897687,39.06511493352236,29.1374819616636017
2000,"Georgia",62.62081118231984,83.5839146024828,71.8476072581218133
2000,"Germany",80.616102719381,80.616102719381,80.6161027193810000
2000,"Ghana",44.25494475274338,44.25494475274338,44.2549447527433800
2000,"Gibraltar",49.21656810915013,49.21656810915013,49.2165681091501300
2000,"Greece",21.447037013636105,69.13157894393935,38.0866628068252917
2000,"Grenada",20.217212751186945,44.77483766061917,32.4960252059030575
2000,"Guadeloupe",64.04573368820307,64.04573368820307,64.0457336882030700
2000,"Guam",59.98618727366824,79.59460601276002,69.7903966432141300
2000,"Guatemala",72.33235395763398,72.33235395763398,72.3323539576339800
2000,"Guernsey",11.838236022909554,86.01367271509646,48.9259543690030070
2000,"Guinea",19.26757129136852,83.54141438133726,51.4044928363528900
2000,"Guyana",33.29632725976578,58.28957477575548,45.7929510177606300
2000,"Haiti",7.0319442441960085,7.0319442441960085,7.0319442441960085
